text,cleaned
"Buat pah sinetron seperti ijazah cetakan pasar Pramuka,
Biar bisa terhibur dengan gembira bagi warga Konoha,
Yg jujur perlu di penjara yg korupsi perlu di lindungi",buat pah sinema elektronik seperti ijazah cetakan pasar pramuka biar bisa terhibur dengan gembira bagi warga konoha yang jujur perlu di penjara yang korupsi perlu di lindungi
Pada intinya pemerintah pejabat negeri ini ingin membodohi rakyat kecil miskin,pada intinya pemerintah pejabat negeri ini ingin membodohi rakyat kecil miskin
kongkalikong jiwa pahlawan.. biar d anggap orang baik koalisi kongguan...,kongkalikong jiwa pahlawan biar di angap orang baik koalisi konguan
Macam gmna pak woo ini,macam bagaimana pak oi ini
"Kalau kayak gini gaarcep..giliran uu perampasan aset karuptor...pura"" budek..kaya tai bebek",kalau kayak begini garcep giliran kamu perampasan aset karuptor pura budek kayak kotoran bebek
"obral bosss,langgar semua janjimu,",obral bos langar semua janjimu
Ya kalo hukum .di jadikan alat politik beginilah jadinya.....# rakyat cuma nrimo in pandum,iya kalau hukum di jadikan alat politik beginilah jadinya rakyat cuma nrimo masuk pandum
negara konoha _ klo bgtu maling ayam 🐔 mestinya dapat Abolisi juga dong.,negara konoha _ kalau begitu maling ayam mestinya dapat abolisi juga dong
Negeri sulap,negeri sulap
Ngomong taeeek ta,bicara tai aku
"Tambah suwe tambah lawak
Jare Kate mbrantas KKN",tambah suwe tambah lawak jare kate mbrantas kan
Sakit hatinya pak wi dilarang 3 periode serta biasa memakan teman sejak kiat esemka,sakit hatinya pak wi dilarang periode serta biasa memakan teman sejak kiat esemka
"Tapi seharusnya Pak Tom dimenangkan lewat memori banding...
Kalau abolisi itu beda sekali; dibebaskan tapi catatan narapidana korupsi nya masih ada sampai kapan pun. Jika Memori Banding dimenangkan Pak Tom dapat 4 hal: (1) la dinyatakan bebas (2) Nama baik secara hukum dipulihkan (3) Tidak ada catatan sebagai narapidana korupsi (4) dapat Hak rehabilitasi nama baik berdasarkan Pasal 68 KUHAP.

Jadi ini ceritanya untuk jegal reputasi Politik dan Bisnisnya Pak Tom ATAU menyelamatkan muka kejaksaan?",tapi seharusnya pak tom dimenangkan lewat memori banding kalau abolisi itu beda sekali dibebaskan tapi catatan narapidana korupsi nya masih ada sampai kapan pun jika memori banding dimenangkan pak tom dapat hal lah dinyatakan bebas nama baik secara hukum dipulihkan tidak ada catatan sebagai narapidana korupsi dapat hak rehabilitasi nama baik berdasarkan pasal kitab undang undang hukum pidana jadi ini ceritanya untuk jegal reputasi politik dan bisnisnya pak tom atau menyelamatkan muka kejaksan
Tetap rakyat kecil yg jadi korban... katanya menindak tegas koruptor2 dinegara ini tp hoax dan sudah terbukti dg keputusan ini.. #hanya hukum Allah yg akan mengadili mereka semua..,tetap rakyat kecil yang jadi korban katanya menindak tegas koruptor di negara ini tapi isu bohong dan sudah terbukti dengan keputusan ini hukum alah yang akan mengadili mereka semua
Krn mereka satu spesies sama2 binatang jd wajar klo mereka saling mmbantu,karena mereka satu spesies sama binatang jadi wajar kalau mereka saling membantu
istimewa,istimewa
"Bukan Berarti bebas nya hasto & Lembong. semuanya jadi baik2 saja.itu hanya isapan jempol biar kelompok kaum anak Abah diem dan kaum oposisi adem.inget Rakyat biasa mana peduli dengan mereka berdua,ga ada hubungannya sama kondisi hidup rakyat.hal begini ga berlaku untuk rakyat biasa,lagipula lembong pun bisa bebas dengan banding jika hukum itu adil.Lebih baik hentikan Program MBG, adili Mulyono, kurung & Rombak semua penjilat n mafia.benahi perpajakan tepati janji2 mu.itulah baru pemimpin,bukan cek ombak terus.yang hanya mementingkan kelompoknya sendiri dengan berkedok kebijakan rakyat 
#SalamGolput",bukan berarti bebas nya hasto lembong semuanya jadi baik saja itu hanya isapan jempol biar kelompok kaum anak ayah diam dan kaum oposisi adem ingat rakyat biasa mana peduli dengan mereka berdua tidak ada hubungannya sama kondisi hidup rakyat hal begini tidak berlaku untuk rakyat biasa lagi pula lembong pun bisa bebas dengan banding jika hukum itu adil lebih baik hentikan program mbg adili mulyono kurung rombak semua penjilat dan mafia benahi perpajakan tepati janji mu itulah baru pemimpin bukan cek ombak terus yang hanya mementingkan kelompoknya sendiri dengan berkedok kebijakan rakyat
Klwrkan semua kasus triliun an abolisi semuanya...jual negara ini sekalian.... pemerintah saat ini sangat2 terburuk,klwrkan semua kasus triliun an abolisi semuanya jual negara ini sekalian pemerintah sat ini sangat terburuk
konyol sekali👀saudara saudara,konyol sekalisaudara saudara
Kukejar sampai ke antariksa hahihihi,kukejar sampai ke antariksa hahihihi
Umur segini emang lagi Lucu2nya ya Wowo🤭😆😅🤣🤪,umur begini memang lagi lucunya iya prabowo
Mengecewakan rakyat,mengecewakan rakyat
Waduch kok malah gitu,waduch kok bahkan begitu
Pak gak sekalian aja recovery HAKIM INDONESIA banyak kasus SUAP HAKIM TUH,pak tidak sekalian saja recovery hakim indonesia banyak kasus suap hakim itu
Ppahlawan,pahlawan
"Dadi pimpinan iku mbok yo seng tegas,

Salah yo salah,bener yo bener

Ben hukum iki TEGAK ngono lhoo",dadi pimpinan ikut mbok iya seng tegas salah iya salah benar iya benar ben hukum ini tegak begitu lo
Makim kocak anjrit gw kira berani ternyata malah kocak🤣,makim kocak anjing saya kira berani ternyata bahkan kocak
"UDA MULAI TANDA"" GK BERES INI...",sudah mulai tanda tidak beres ini
Wkwkwk wayang wayang,wkwk wayang wayang
"Lah wingi wingi Sidange di gawe rame saiki di beri pengampunan... 🙈
Iki sidange kasus KORUPSI loh...😁",lah wingi wingi sidange di kerja ramai sekarang di beri pengampunan ini sidange kasus korupsi lah
"Tes ombak dulu, baru keluar pahlawan, polanya seperti biasa 🥰",tes ombak dulu baru keluar pahlawan polanya seperti biasa
gilaaaaaaa .... Kibarkan bendera hitam wahaha,gila kibarkan bendera hitam wahaha
Prabowo pelindung koruptor dan penindas rakyat secara halus,prabowo pelindung koruptor dan penindas rakyat secara halus
Info pindah negoro,informasi pindah negoro
"Mulai gila,wong g salah kok dipidana,tuh sekitarmu jelas korupsi,dibiarin",mulai gila orang tidak salah kok dipidana itu sekitarmu jelas korupsi dibiarkan
"Sakarepmu woo...woo..nek iso beri juga amnesti bagi semua koruptor,  ngene kok iso dadi persiden, ayo ..pak woo Joget Gemoy lebih asik yg lebih suurrr 😆😁😆😁",sakarepmu oi oi nek bisa beri juga amnesti bagi semua koruptor ini kok bisa dadi presiden ayo pak oi joget gemoy lebih asyik yang lebih sur
Rakyat makin sengsara ulah wowo,rakyat makin sengsara ulah prabowo
Mau datang garang sudah jadi hambar,mau datang garang sudah jadi hambar
Harun Musika dihapus juga dong DPOnya?? 🤔,harun musika dihapus juga dong dponya
berharap prabowo jadi penyelamat malah bikin sesat rakyat 😭 nyesel saya milihnya,berharap prabowo jadi penyelamat bahkan bikin sesat rakyat sesal saya milihnya
Negara kita sptnya butuh perang.. ga rela negara ini hanya dinikmati segelintir kelompok saja,negara kita sepertinya butuh perang tidak rela negara ini hanya dinikmati segelintir kelompok saja
"Bagian dari rayuan pulau 🏝️ kelapa, supaya banteng masuk arena, untuk ""nyundang""gank solo,serta tampil sebagai pemadam kebakaran,lawan tumbang tjap pahlawan dalam genggaman.",bagian dari rayuan pulau kelapa supaya banteng masuk arena untuk nyundang gank solo serta tampil sebagai pemadam kebakaran lawan tumbang tjap pahlawan dalam gengaman
Indonesia ruwet di pimpin Prabowo,indonesia ruwet di pimpin prabowo
Repot mungsu bangladesh,repot mungsu bangladesh
Sambo katota iki,sambo katota ini
"Bebaskan smua para koruptor mereka gak bersalah,yang salah pemimpinnya kenapa harus memelihara koruptor,klo pemimpin yang tegas para koruptor sudah hkmn mti,tapi trnyata koruptor malah di lindungi",bebaskan semua para koruptor mereka tidak bersalah yang salah pemimpinya kenapa harus memelihara koruptor kalau pemimpin yang tegas para koruptor sudah hkmn mati tapi ternyata koruptor bahkan di lindungi
Apakah ini dagelan demi menutup kebenaran???,apakah ini dagelan demi menutup kebenaran
Gendeng,gendeng
"Sudahlah buat apa yang namanya MERDEKA, mulai tahun ini saya malas mengibarkan bendera merah putih #HARAM",sudahlah buat apa yang namanya merdeka mulai tahun ini saya malas mengibarkan bendera merah putih
Jokowi sered,jokowi sered
Anjay gua suka kek gini HIDUP NEGARA KORUPSI.,anjir saya suka kayak begini hidup negara korupsi
Kasus mereka Semua berawal dari saya si RAJA NGIBUL,kasus mereka semua berawal dari saya sil raja berbohong
Itulah pilihan bodoh anda..,itulah pilihan bodoh anda
"FIX, INDONESIA GELAP",memperbaiki indonesia gelap
Kalau Soal bikin jera Koruptor ...kok gak pada setuju ya .,kalau soal bikin jera koruptor kok tidak pada setuju iya
"Negara ancur ulah para orang besar
Mudhn cept kiamat biar beres udah muak dengan negra sendri.gnti ini itu ttp sajh kekuasan dan korop yg di pikirn",negara hancur ulah para orang besar mudhn cepat kiamat biar beres sudah muak dengan negara sendiri ganti ini itu tapi sajh kekuasan dan korop yang di pikirn
"Biar apa
Biar jadi pahlawan",biar apa biar jadi pahlawan
Klo anda semua waras maka 2029 jangan dipilih presiden yg hanya joged joged ..,kalau anda semua waras maka jangan dipilih presiden yang hanya joged joged
"Hidup pemerintah.
Hiduplah negeri ini.

Rakyat tetap yg dijajah.
Ironi sekali apapun diminta upeti",hidup pemerintah hiduplah negeri ini rakyat tetap yang dijajah ironi sekali apapun diminta upeti
Agar tidak.menyeret nama Jokuwi?,agar tidak menyeret nama jokuwi
Kirain lebih baik dari pak jokowi,kira lebih baik dari pak jokowi
Bismillah Coming Soon Tsunami Indonesia Khususnya Pejabat Kalau Yg Gk Slah Jgn Di Kenakan 😂😂🤣🤣,bismilah coming son tsunami indonesia khususnya pejabat kalau yang tidak salah jangan di kenakan
AJUR...NEGARA KONOHA KLAU SEPERTI INI.!!!,ajur negara konoha kalau seperti ini
Enak zaman.e jokowi ...,enak zaman e jokowi
Nanti omon2 jadi pahlawan kesiangan,nanti omon jadi pahlawan kesiangan
KUCING,kucing
"Tembe wingi divonis,saiki langsung diampuni
LHA TERUS SIDANG WINGI² GAWE OPO DUUULLLLL",tembe wingi divonis sekarang langsung diampuni lah terus sidang wingi kerja apa dul
Pahlawan datang😂,pahlawan datang
Merdeka untuk para KORUPTOR,merdeka untuk para koruptor
"Bareng wes dikurung 7 wulan moro2 metu abolisi, strategi hutang budi ala omon2 dimainkan",bareng sudah dikurung wulan moro keluar abolisi strategi hutang budi ala omon dimainkan
Wampis,wampis
Enak kelon wae dari pada ngurus pemerintahan koyo taek,enak kelon saja dari pada mengurus pemerintahan koyo tai
😂🤣😂🤣 LAH KOK JADI DAGELAN,lah kok jadi dagelan
Jenderal kucluk,jenderal kucluk
Mungkin presidene juga anu 😂😂,mungkin presidene juga anu
"Bubarkan kpk karna lenbagani ngk da gunanya, karna keputusan presiden juga yg berlaku nantinya,, semoga semakin ngk karuan hkum di indo ni",bubarkan komisi pemberantasan korupsi karena lenbagani tidak dan gunanya karena keputusan presiden juga yang berlaku nantinya semoga semakin tidak karuan hukum di indonesia ini
"Tiada guna kalian bertengkar, , ujung ujungnya konyollllll",tiada guna kalian bertengkar ujung ujungnya konyol
"Sebnarnya pak Prabowo ini SDH tau btul kasus PK Lembong.   Ayo usut tuntas pak.  Jgn stop sampe disini.  
Adili juga yg mmvonis PK Lembong 
Agar TDK cacat hukum 
Dlm tugasmu sebagai wakil rakyat no 1.  ,,, usut tuntas ,,",sebnarnya pak prabowo ini sudah tahu betul kasus penjahat kelamin lembong ayo usut tuntas pak jangan stop sampai di sini adili juga yang mvonis penjahat kelamin lembong agar tidak cacat hukum dalam tugasmu sebagai wakil rakyat no usut tuntas
"Hari kemerdekaan ,dimerdekakan semua  narapidana,",hari kemerdekan dimerdekakan semua narapidana
"Ah, jhembooot",ah jhembot
"Macan Asia ??? 
wkwkwkw... omon omon doang ternyata",macan asia wkwk omon omon doang ternyata
#badut,
🤣,
..?????,
💩💩💩,
Selamat. Kita hidup di era kehancuran. Pemimpin buta. Pejabat serakah. Wakil rakyat tikus semua.,selamat kita hidup di era kehancuran pemimpin buta pejabat serakah wakil rakyat tikus semua
....,
🤣🤣🤣🤣🤣🤣😉🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,
👍👍🙏😎😍,
15 tahun menunggu jadi boneka mulyono,tahun tunggu jadi boneka mulyono
#GENDENG,
TIAP HARI KABAR BURUK DIKIRIM OLEH NEGARA,tiap hari kabar buruk dikirim oleh negara
"Ternyata keras di omongan aslinya lembek kyk agar""🤣🤣🤣",ternyata keras di omongan aslinya lembek seperti agar
Selamat datang di negri para maling,selamat datang di negeri para maling
"save indonesia#
makin hari,bulan,tahun,semakin kacau,aturan smakin semrawut,
bukan pemberantasan korupsi,tapi penggemukan berkelompok,..hukum yg semakin tidak jelas arah nya.",save indonesia makin hari bulan tahun semakin kacau aturan semakin semrawut bukan pemberantasan korupsi tapi pengemukan berkelompok hukum yang semakin tidak jelas arah nya
Ini apa2an sih.hukum kok jdi mainan.aku pendukung sejatimu PK .TPI kok aturanmu kyk tai gini.baru2 di Lantik teriak2 mau usut tuntas koruptor ke akar2nya.ini takut sama Bu Mega ya?.hadeeh.,ini apaan sih hukum kok jadi mainan aku pendukung sejatimu penjahat kelamin tapi kok aturanmu seperti kotoran begini baru di lantik teriak mau usut tuntas koruptor ke akarnya ini takut sama bu mega iya aduh
PEJABAT KORUPSI SALING MELINDUNGI dinegara KONOHA indonesia ini.🤮🤮🤮👎,pejabat korupsi saling melindungi di negara konoha indonesia ini
"HHHHHHHH,,,,,,, NEGARA SUDAH KACAU......  

HUKUM HANYALAH TEGAS UNTUK RAKYAT MISKIN....... 

TAAEEEEEEK,,,,,,,",apa negara sudah kacau hukum hanyalah tegas untuk rakyat miskin tai
KONOHA Hanyalah Sebuah Refleksi. Indonesia 🇮🇩 lah Realita nya.  #NARUTOTAMAT🖕,konoha hanyalah sebuah refleksi indonesia lah realita nya
"Pemimpin negeri kita ini semakin kesini semakin kelihatan munafik, picik & oon'nya, bagaikan macan yg sdh kehilangan kejantanan.",pemimpin negeri kita ini semakin kesini semakin kelihatan munafik picik on nya bagaikan macan yang sudah kehilangan kejantanan
Pak amnesti untuk orang miskin kapan?,pak amnesti untuk orang miskin kapan
"Pengampunan dan penghapusan 
Kaum mytic bisa mendapatkan 
Apakah rakyat warrior bisa mendapatkan seperti itu?",pengampunan dan penghapusan kaum mytic bisa mendapatkan apakah rakyat warior bisa mendapatkan seperti itu
Pahlawan kesiangan,pahlawan kesiangan
"Omon-omon doang kerjanya,cukup 1 periode aja,ganti #kdm",omon omon doang kerjanya cukup periode saja ganti
"Wes bener kata connie bakrie cukup 2 tahun / 1 tahun. Ayo mana suara roki jombloh,karni ilyas ternyata oh.ternyata mereka ternak si w ..w...o",sudah benar kata conie bakrie cukup tahun tahun ayo mana suara roki jombloh karni ilyas ternyata oh ternyata mereka ternak sil gue gue o
Mantep! Yok penjarakan jokowi,mantap ayo penjarakan jokowi
😂😂😂 kontol,kontol
"Jangan jangan FERDY SAMBO,, TEDDY MINAHASA dapat HAK ini... ( Pembunuh dan Penjual Shabu) 
Ehmmm ANJING...",jangan jangan ferdy sambo tedy minahasa dapat hak ini pembunuh dan penjual shabu ehm anjing
Gimmick,gimick
Wo bowo,oi bowo
Taek taek,tai tai
Ruwettt,ruwet
Anjayyyy super Hero prabroro🔥,anjir super hero prabroro
haaaaaaaaaaah,ha
Ok gasss ok gassss,oke gas oke gas
drakor,drama korea
"Untuk menutupi kesalahan si pemesan kasus maka diberikan amnesti. Dan ini seolah olah menunjukkan kalau Presiden berbaik hati. Kalau memang betul salah ya penjarakan saja. Kasus nya pak Hasto dan Lembong belum final masih ada upaya hukum knapa diberikan amnesti..? Agak Laen memang republik. PD dasar nya saya senang Hasto dan Lembong bebas tp dengan istilah amnesti itu seolah menunjukkan Hasto dan Lembong betul betul salah. Ada yg merasa seolah olah malaikat😆😆😆
Hukum tak jelas lagi di Konoha ini",untuk menutupi kesalahan sil pemesan kasus maka diberikan amnesti dan ini seolah olah menunjukkan kalau presiden berbaik hati kalau memang betul salah iya penjarakan saja kasus nya pak hasto dan lembong belum final masih ada upaya hukum kenapa diberikan amnesti agak lain memang republik pada dasar nya saya senang hasto dan lembong bebas tapi dengan istilah amnesti itu seolah menunjukkan hasto dan lembong betul betul salah ada yang merasa seolah olah malaikat hukum tidak jelas lagi di konoha ini
"Tom Lembong ngak perlu di ampuni karena dia tidak bersalah, apanya yg di ampuni , hakim dan jaksanya yg harus di pecat,",tom lembong tidak perlu di ampuni karena dia tidak bersalah apanya yang di ampuni hakim dan jaksanya yang harus di pecat
"Pak Presiden adalah negarawan... beliau tentu sangat paham bgm seseorang dipermainkan oleh kekuasaan menggunakan tangan hukum. Kedua kasus ini sangat jelas ada pesanan dari orang2 tertentu. Jika bawahan menjalankan perintah atasan tanpa memperkaya diri harus di penjara, kalo begitu banyak sekali para menteri yg kena. Dimana rasa keadilannya...",pak presiden adalah negarawan beliau tentu sangat paham bagaimana seseorang dipermainkan oleh kekuasan menggunakan tangan hukum kedua kasus ini sangat jelas ada pesanan dari orang tertentu jika bawahan menjalankan perintah atasan tanpa memperkaya diri harus di penjara kalau begitu banyak sekali para menteri yang kena dimana rasa keadilanya
"Memang keduanya itu hanya menuruti instruksi perintah dari atasannya saja....thats an order....yg brtanggung jwb ya seharusnya atasannya...kaya anggota melakukan tindak kriminal kejahatan kasus komendannya yg tggung jwb di singkirkan atau di copot,atau di mutasi pindah tugas ke luar kota.....sbg konsekwensi hkumnya....",memang keduanya itu hanya menuruti instruksi perintah dari atasanya saja itu an order yang brtangung jawab iya seharusnya atasanya kayak angota melakukan tindak kriminal kejahatan kasus komendanya yang tgung jawab di singkirkan atau di copot atau di mutasi pindah tugas ke luar kota sebagai konsekuensi hkumnya
"Preettt...sblm jdi presiden suaranya bergetar getar , tembok gedungpun retak saking keras dn bergetarnya, bahwa akan mengejar koruptor sampai kemanapun,...skrg ?...",pret sebelum jadi presiden suaranya bergetar getar tembok gedungpun retak saking keras dan bergetarnya bahwa akan mengejar koruptor sampai kemanapun sekarang
Berarti ini murni politis ya untuk pak Tom dan Pak Hasto.....,berarti ini murni politis iya untuk pak tom dan pak hasto
"Knpa tdk dri awal prkara nya di stop aja lebai nmpak aekali pncitraan , boro"" mnsyahkan uu perampasan asset koruptor eeeehhh mlah koruptor dibebaskan , jangan"" pda 17 augustus hari kmwrdekaan diberi piala pnghargaan dan satya lencana pda koeuptor hahahahaaa .",kenapa tidak dari awal prkara nya di stop saja lebai nmpak aekali pncitran boro mnsyahkan kamu perampasan aset koruptor eh malah koruptor dibebaskan jangan pada augustus hari kmwrdekan diberi piala pnghargan dan satya lencana pada koeuptor tertawa
Hakim Di Haji besar agar tidak bisa jualan pasal.ketika Di kethuk palu buat vonis penjara suddenly Di ampuni...sungguh episode gagal,hakim di haji besar agar tidak bisa jualan pasal ketika di kethuk palu buat vonis penjara sudenly di ampuni sungguh episode gagal
Seolah olah pahlawan nih pak hehehee,seolah olah pahlawan ini pak tertawa
Tom lembong jangan mau. Kalo mengampuni tandanya tom lembong bersalah. Harus lawan di pengadilan,tom lembong jangan mau kalau mengampuni tandanya tom lembong bersalah harus lawan di pengadilan
"Lagi dan lagi koruptor diselamatkan oleh penguasa... intinya jangan pernah pilih partai apapun karena semua partai sarang koruptor... cukup calon presiden nya saja,",lagi dan lagi koruptor diselamatkan oleh penguasa intinya jangan pernah pilih partai apapun karena semua partai sarang koruptor cukup calon presiden nya saja
"Biar sang bandar aman, ya pak...",biar sang bandar aman iya pak
"Hukum di Indonesia banyak yg mengandung multitafsir.. lihat banyak sekali perdebatan ahli hukum di publik...semuanya seolah2 benar dengan alasannya masing2.... jadi dimana hakekat kebenaran kalo semuanya tergantung pada kekuatan argument. Ahli hukum yg kuat argumennya biasanya pintar orangnya... logikanya kuat... dan begitu pula sebaliknya... celakanya di negeri kita para penegak hukum gradasi keahliannya besar dan lebar sekali... beda dengan di USA, orang baru bisa masuk fakultas hukum dengan passing grade yg sama dengan kedokteran...klusternya kelas atas... karena menyangkut hidup orang banyak... sama dengan profesi dokter. Jadi space perdebatan itu sempit dan kecil sehingga tdk banyak multitafsir lagi karena menggunakan hakekat hukum dlm argumen nya...",hukum di indonesia banyak yang mengandung multitafsir lihat banyak sekali perdebatan ahli hukum di publik semuanya seolah benar dengan alasanya masing jadi dimana hakekat kebenaran kalau semuanya tergantung pada kekuatan argument ahli hukum yang kuat argumenya biasanya pintar orangnya logikanya kuat dan begitu pula sebaliknya celakanya di negeri kita para penegak hukum gradasi keahlianya besar dan lebar sekali beda dengan di united state of america orang baru bisa masuk fakultas hukum dengan pasing grade yang sama dengan kedokteran klusternya kelas atas karena menyangkut hidup orang banyak sama dengan profesi dokter jadi space perdebatan itu sempit dan kecil sehinga tidak banyak multitafsir lagi karena menggunakan hakekat hukum dalam argumen nya
"Trading off Hasto (and perhaps Lembong) for a full support from a major political party in the DPR to the administration, are we? Who can predict the next move?",trading of hasto and perhaps lembong for a penuh suport from a major politik party masuk the dewan perwakilan rakyat to the administration are we who belum predict the lanjut pindah
"Ibu Megawati,pak SBY,Anies dan pak prabowo rukun dan bersatu negara ini akan baik...intinya habiskan geng solo,insa Allah negara ini baik.",ibu megawati pak susilo bambang yudhoyono anies dan pak prabowo rukun dan bersatu negara ini akan baik intinya habiskan geng solo insa alah negara ini baik
"Geger tenan Negoro Iki bakale 
G suwi delok ae",geger benaran negoro ini bakale tidak lama lihat saja
Lanjutkan kasusnya biar terbuka dgn jelas,lanjutkan kasusnya biar terbuka dengan jelas
"Satu sisi amnesti itu baik. Namun nama baik pada kedua orang itu tetap tercap sebagai narapidana. Sebaiknya pengadilanlah yang memutuskan bahwa kedua orang itu tidak bersalah. Karena ini berbicara nama baik seseorang. Jika amnesti diberikan akan ada tawar menawar politik. Jika benar Hasto dan Tom Limbong tidak bersalah, sebaiknya pengadilanlah yang memutuskan. Kalau begitu langkah berikutnya bukan amnesti yang diperlukan tetapi keputusan pengadilanlah yang memutuskan bahwa kedua orang itu tidak bersalah. Jika amnesti diberikan bahwa benar mereka bersalah, tetapi karena pengampunan YMP  maka orang itu di bebaskan. Tetapi stigma negatif bekas napi terus melekat pada mereka. Biarlah proses hukum berjalan. Agar benar benar pengadilan membersihkan dan memulihkan nama mereka.",satu sisi amnesti itu baik namun nama baik pada kedua orang itu tetap tercap sebagai narapidana sebaiknya pengadilanlah yang memutuskan bahwa kedua orang itu tidak bersalah karena ini berbicara nama baik seseorang jika amnesti diberikan akan ada tawar menawar politik jika benar hasto dan tom limbong tidak bersalah sebaiknya pengadilanlah yang memutuskan kalau begitu langkah berikutnya bukan amnesti yang diperlukan tetapi keputusan pengadilanlah yang memutuskan bahwa kedua orang itu tidak bersalah jika amnesti diberikan bahwa benar mereka bersalah tetapi karena pengampunan ymp maka orang itu di bebaskan tetapi stigma negatif bekas narapidana terus melekat pada mereka biarlah proses hukum berjalan agar benar benar pengadilan membersihkan dan memulihkan nama mereka
"Wes sak karep2 mu pak,,",sudah sak karep mu pak
"WAH SAMA SAJA MENGANGGAP TOM LEMBONG DAN HASTO BERSALAH DGN MAKSUD MELINDUNGI JUNJUNGANNYA.. LAWAN TERUS , TEMPUH TERUS HUKUM SESUAI PROSEDUR, BIAR RAKYAT TAU SAMPAI DIMANA VIRUS ITU SUDAH MENGINFEKSI APARAT PENEGAK KITA, SERET PEMBERI PERINTAH IMPOR GULA ITU. SEMANGAT PAK LEMBONG ?",wah sama saja mengangap tom lembong dan hasto bersalah dengan maksud melindungi jujungannya lawan terus tempuh terus hukum sesuai prosedur biar rakyat tahu sampai dimana virus itu sudah menginfeksi aparat penegak kita seret pemberi perintah impor gula itu semangat pak lembong
Presiden chement ora tegas gatel mbah we,presiden chement tidak tegas gatal mbah we
"Di bulan kemerdekaan ini, kita belajar bahwa setiap perjalanan memiliki makna. Selamat kepada Pak Tom Lembong atas abolisi yang diberikan. Ini adalah momentum baru untuk kembali melangkah, mengabdi, dan memberi warna bagi Indonesia. Semoga semangat dan ketulusan Bapak terus jadi inspirasi. Merdeka! 🇮🇩",di bulan kemerdekan ini kita belajar bahwa setiap perjalanan memiliki makna selamat kepada pak tom lembong atas abolisi yang diberikan ini adalah momentum baru untuk kembali melangkah mengabdi dan memberi warna bagi indonesia semoga semangat dan ketulusan bapak terus jadi inspirasi merdeka
"Klo ampuni tom lembong masih bisa maklum tapi klo ampuni hasto dia begitu banyak dosa dgn rakyat mohon dipertimbangkan pak,pak Prabowo kabinet anda haruslah diisi orang 2 yg jujur agar tak menjadi duri dlm daging.",kalau ampuni tom lembong masih bisa maklum tapi kalau ampuni hasto dia begitu banyak dosa dengan rakyat mohon dipertimbangkan pak pak prabowo kabinet anda haruslah disi orang yang jujur agar tidak menjadi duri dalam daging
"Sudah naikin gaji hakim biar koruptor dihukum berat
Eh malah diampuni koruptor nya kadang pk gemoy ini",sudah naikan gaji hakim biar koruptor dihukum berat eh bahkan diampuni koruptor nya kadang penjahat kelamin gemoy ini
And the hero comes along,and the hero comes along
carut marut hukum di Negara ini bekas peninggalan Jokowi,carut marut hukum di negara ini bekas peningalan jokowi
"anda boleh mengampuni, tp rakyat tidak.",anda boleh mengampuni tapi rakyat tidak
Drakor episode lucu 😂😂,drama korea episode lucu
Di pecat lebih baik pak,di pecat lebih baik pak
Melindungi bandar ya pak woo...🤣🤣🤣,melindungi bandar iya pak oi
Atur ae pakde...piye seneng mu,atur saja pakde bagaimana senang mu
Kereennnnnm mantapp sadisss,kerenm mantap sadis
Apa-apaan ini?,apa apaan ini
Pantesan !!!,pantas saja
"Ini.permainan kekuasaan yang memalukan apabila tidak ditemukan cukup bukti kenapa ada tuntutan pasal yang di paksa, dan kenapa juga hakim memutus vonis hukuman 3.5 th, dan setelah itu dapat amnesti atau abolisi, 
Benar habis kata kata untuk menggambarkan keadaan sistem pemerintahan saat ini yang penuh dengan bargaining untuk membuat semua pihak happy,.batasan sistem tata negara Trias politika sudah tidak ada..!! Ini menguji batas kesabaran rakyat dan ketika batas kesabaran itu habis maka kekuatan rakyat bagai gelombang sapu jagad yang tak akan mampu membendungnya..!!!",ini permainan kekuasan yang memalukan apabila tidak ditemukan cukup bukti kenapa ada tuntutan pasal yang di paksa dan kenapa juga hakim memutus vonis hukuman tahun dan setelah itu dapat amnesti atau abolisi benar habis kata kata untuk mengambarkan keadan sistem pemerintahan sat ini yang penuh dengan bargaining untuk membuat semua pihak hapy batasan sistem tata negara trias politika sudah tidak ada ini menguji batas kesabaran rakyat dan ketika batas kesabaran itu habis maka kekuatan rakyat bagai gelombang sapu jagad yang tidak akan mampu membendungnya
"disini komen nya panjang "" kalo diapk sarang mony(et) tiktod "" adili Anis"" tangkap Anis😂😂😂 orang gila semua",di sini komen nya panjang kalau diapk sarang mony et tiktod adili anis tangkap anis orang gila semua
"Semoga Presiden Prabowo sehat sll mari berpihak kebenaran hakim dan jaksa berikan sanksi perlu ada perhatian  , rakyat berhak melawan ......👍👍",semoga presiden prabowo sehat sl mari berpihak kebenaran hakim dan jaksa berikan sanksi perlu ada perhatian rakyat berhak melawan
"Yg perlu diperberat ya diberatkan spt kasua ronal dan timah, yg perlu diampuni ya silakan krn ga memang ada terima uang hasil korupsi.",yang perlu diperberat iya diberatkan seperti kasua ronal dan timah yang perlu diampuni iya silakan karena tidak memang ada terima uang hasil korupsi
Lagi² udh tua masih aja ngimpi kek anak kecil sok² jadi pahlawan,lagi sudah tua masih saja memimpikan kayak anak kecil sok jadi pahlawan
Muko menyampah,muko menyampah
Ampuni gmna pak tom gk bersalah pak hasto beda sama pak tom kasusnya tapi.....,ampuni bagaimana pak tom tidak bersalah pak hasto beda sama pak tom kasusnya tapi
