text,cleaned
PEJABAT KORUPSI SALING MELINDUNGI dinegara KONOHA indonesia ini.🤮🤮🤮👎,jabat korupsi lindung negara konoha indonesia
"HHHHHHHH,,,,,,, NEGARA SUDAH KACAU......  

HUKUM HANYALAH TEGAS UNTUK RAKYAT MISKIN....... 

TAAEEEEEEK,,,,,,,",negara kacau hukum tegas rakyat miskin tai
KONOHA Hanyalah Sebuah Refleksi. Indonesia 🇮🇩 lah Realita nya.  #NARUTOTAMAT🖕,konoha buah refleksi indonesia realita
"Pemimpin negeri kita ini semakin kesini semakin kelihatan munafik, picik & oon'nya, bagaikan macan yg sdh kehilangan kejantanan.",pimpin negeri kesini lihat munafik picik on macan hilang jantan
Pak amnesti untuk orang miskin kapan?,pak amnesti orang miskin
"Pengampunan dan penghapusan 
Kaum mytic bisa mendapatkan 
Apakah rakyat warrior bisa mendapatkan seperti itu?",ampun hapus kaum mytic rakyat warior
Pahlawan kesiangan,pahlawan siang
"Omon-omon doang kerjanya,cukup 1 periode aja,ganti #kdm",omon omon doang kerja cukup periode ganti
"Wes bener kata connie bakrie cukup 2 tahun / 1 tahun. Ayo mana suara roki jombloh,karni ilyas ternyata oh.ternyata mereka ternak si w ..w...o",benar kata conie bakrie cukup tahun tahun ayo suara roki jombloh karni ilyas nyata nyata ternak sil gue gue o
Mantep! Yok penjarakan jokowi,mantap ayo penjara jokowi
😂😂😂 kontol,kontol
"Jangan jangan FERDY SAMBO,, TEDDY MINAHASA dapat HAK ini... ( Pembunuh dan Penjual Shabu) 
Ehmmm ANJING...",ferdy sambo tedy minahasa hak bunuh jual shabu ehm anjing
Gimmick,gimick
Wo bowo,oi bowo
Taek taek,tai tai
Ruwettt,ruwet
Anjayyyy super Hero prabroro🔥,anjir super hero prabroro
haaaaaaaaaaah,ha
Ok gasss ok gassss,oke gas oke gas
drakor,drama korea
"Untuk menutupi kesalahan si pemesan kasus maka diberikan amnesti. Dan ini seolah olah menunjukkan kalau Presiden berbaik hati. Kalau memang betul salah ya penjarakan saja. Kasus nya pak Hasto dan Lembong belum final masih ada upaya hukum knapa diberikan amnesti..? Agak Laen memang republik. PD dasar nya saya senang Hasto dan Lembong bebas tp dengan istilah amnesti itu seolah menunjukkan Hasto dan Lembong betul betul salah. Ada yg merasa seolah olah malaikat😆😆😆
Hukum tak jelas lagi di Konoha ini",tutup salah sil mes kasus beri amnesti olah olah tunjuk presiden baik hati betul salah iya penjara kasus pak hasto lembong final upaya hukum beri amnesti republik dasar senang hasto lembong bebas istilah amnesti olah tunjuk hasto lembong betul betul salah rasa olah olah malaikat hukum jelas konoha
"Tom Lembong ngak perlu di ampuni karena dia tidak bersalah, apanya yg di ampuni , hakim dan jaksanya yg harus di pecat,",tom lembong perlu ampun salah ampun hakim jaksa pecat
"Pak Presiden adalah negarawan... beliau tentu sangat paham bgm seseorang dipermainkan oleh kekuasaan menggunakan tangan hukum. Kedua kasus ini sangat jelas ada pesanan dari orang2 tertentu. Jika bawahan menjalankan perintah atasan tanpa memperkaya diri harus di penjara, kalo begitu banyak sekali para menteri yg kena. Dimana rasa keadilannya...",pak presiden negarawan beliau paham orang main kuas tangan hukum kasus jelas pesan orang bawah jalan perintah atas kaya penjara menteri kena rasa keadilanya
"Memang keduanya itu hanya menuruti instruksi perintah dari atasannya saja....thats an order....yg brtanggung jwb ya seharusnya atasannya...kaya anggota melakukan tindak kriminal kejahatan kasus komendannya yg tggung jwb di singkirkan atau di copot,atau di mutasi pindah tugas ke luar kota.....sbg konsekwensi hkumnya....",turut instruksi perintah atasanya an order brtangung jawab iya atasanya kayak angota laku tindak kriminal jahat kasus komendanya tgung jawab singkir copot mutasi pindah tugas luar kota konsekuensi hkumnya
"Preettt...sblm jdi presiden suaranya bergetar getar , tembok gedungpun retak saking keras dn bergetarnya, bahwa akan mengejar koruptor sampai kemanapun,...skrg ?...",pret jadi presiden suara getar getar tembok gedung retak saking keras getar kejar koruptor
Berarti ini murni politis ya untuk pak Tom dan Pak Hasto.....,arti murni politis iya pak tom pak hasto
"Knpa tdk dri awal prkara nya di stop aja lebai nmpak aekali pncitraan , boro"" mnsyahkan uu perampasan asset koruptor eeeehhh mlah koruptor dibebaskan , jangan"" pda 17 augustus hari kmwrdekaan diberi piala pnghargaan dan satya lencana pda koeuptor hahahahaaa .",awal prkara stop lebai nmpak aekali pncitran boro mnsyahkan ampas aset koruptor eh koruptor bebas augustus hari kmwrdekan beri piala pnghargan satya lencana koeuptor tertawa
Hakim Di Haji besar agar tidak bisa jualan pasal.ketika Di kethuk palu buat vonis penjara suddenly Di ampuni...sungguh episode gagal,hakim haji besar jual pasal kethuk palu vonis penjara sudenly ampun sungguh episode gagal
Seolah olah pahlawan nih pak hehehee,olah olah pahlawan pak tertawa
Tom lembong jangan mau. Kalo mengampuni tandanya tom lembong bersalah. Harus lawan di pengadilan,tom lembong ampun tanda tom lembong salah lawan adil
"Lagi dan lagi koruptor diselamatkan oleh penguasa... intinya jangan pernah pilih partai apapun karena semua partai sarang koruptor... cukup calon presiden nya saja,",koruptor selamat kuasa inti pilih partai partai sarang koruptor cukup calon presiden
"Biar sang bandar aman, ya pak...",biar sang bandar aman iya pak
"Hukum di Indonesia banyak yg mengandung multitafsir.. lihat banyak sekali perdebatan ahli hukum di publik...semuanya seolah2 benar dengan alasannya masing2.... jadi dimana hakekat kebenaran kalo semuanya tergantung pada kekuatan argument. Ahli hukum yg kuat argumennya biasanya pintar orangnya... logikanya kuat... dan begitu pula sebaliknya... celakanya di negeri kita para penegak hukum gradasi keahliannya besar dan lebar sekali... beda dengan di USA, orang baru bisa masuk fakultas hukum dengan passing grade yg sama dengan kedokteran...klusternya kelas atas... karena menyangkut hidup orang banyak... sama dengan profesi dokter. Jadi space perdebatan itu sempit dan kecil sehingga tdk banyak multitafsir lagi karena menggunakan hakekat hukum dlm argumen nya...",hukum indonesia kandung multitafsir lihat debat ahli hukum publik olah benar alasanya jadi hakekat benar gantung kuat argument ahli hukum kuat argumenya pintar orang logika kuat balik celaka negeri tegak hukum gradasi keahlianya besar lebar beda united state of america orang baru masuk fakultas hukum pasing grade dokter klusternya kelas atas sangkut hidup orang profesi dokter jadi space debat sempit sehinga multitafsir hakekat hukum argumen
"Trading off Hasto (and perhaps Lembong) for a full support from a major political party in the DPR to the administration, are we? Who can predict the next move?",trading of hasto and perhaps lembong for a penuh suport from a major politik party masuk the dewan wakil rakyat to the administration are we who predict the lanjut pindah
"Ibu Megawati,pak SBY,Anies dan pak prabowo rukun dan bersatu negara ini akan baik...intinya habiskan geng solo,insa Allah negara ini baik.",ibu megawati pak susilo bambang yudhoyono anies pak prabowo rukun satu negara baik inti habis geng solo insa alah negara baik
"Geger tenan Negoro Iki bakale 
G suwi delok ae",geger benar negoro bakale lihat
Lanjutkan kasusnya biar terbuka dgn jelas,lanjut kasus biar buka jelas
"Satu sisi amnesti itu baik. Namun nama baik pada kedua orang itu tetap tercap sebagai narapidana. Sebaiknya pengadilanlah yang memutuskan bahwa kedua orang itu tidak bersalah. Karena ini berbicara nama baik seseorang. Jika amnesti diberikan akan ada tawar menawar politik. Jika benar Hasto dan Tom Limbong tidak bersalah, sebaiknya pengadilanlah yang memutuskan. Kalau begitu langkah berikutnya bukan amnesti yang diperlukan tetapi keputusan pengadilanlah yang memutuskan bahwa kedua orang itu tidak bersalah. Jika amnesti diberikan bahwa benar mereka bersalah, tetapi karena pengampunan YMP  maka orang itu di bebaskan. Tetapi stigma negatif bekas napi terus melekat pada mereka. Biarlah proses hukum berjalan. Agar benar benar pengadilan membersihkan dan memulihkan nama mereka.",satu sisi amnesti baik nama baik orang tetap cap narapidana baik adil putus orang salah bicara nama baik orang amnesti beri tawar tawar politik benar hasto tom limbong salah baik adil putus langkah ikut amnesti perlu putus adil putus orang salah amnesti beri benar salah ampun ymp orang bebas stigma negatif bekas narapidana terus lekat biar proses hukum jalan benar benar adil bersih pulih nama
"Wes sak karep2 mu pak,,",sak karep mu pak
"WAH SAMA SAJA MENGANGGAP TOM LEMBONG DAN HASTO BERSALAH DGN MAKSUD MELINDUNGI JUNJUNGANNYA.. LAWAN TERUS , TEMPUH TERUS HUKUM SESUAI PROSEDUR, BIAR RAKYAT TAU SAMPAI DIMANA VIRUS ITU SUDAH MENGINFEKSI APARAT PENEGAK KITA, SERET PEMBERI PERINTAH IMPOR GULA ITU. SEMANGAT PAK LEMBONG ?",mengangap tom lembong hasto salah maksud lindung jujungannya lawan terus tempuh terus hukum sesuai prosedur biar rakyat tahu virus infeksi aparat tegak seret beri perintah impor gula semangat pak lembong
Presiden chement ora tegas gatel mbah we,presiden chement tegas gatal mbah we
"Di bulan kemerdekaan ini, kita belajar bahwa setiap perjalanan memiliki makna. Selamat kepada Pak Tom Lembong atas abolisi yang diberikan. Ini adalah momentum baru untuk kembali melangkah, mengabdi, dan memberi warna bagi Indonesia. Semoga semangat dan ketulusan Bapak terus jadi inspirasi. Merdeka! 🇮🇩",bulan kemerdekan ajar jalan milik makna selamat pak tom lembong atas abolisi beri momentum baru kembali lang abdi beri warna indonesia moga semangat tulus bapak terus jadi inspirasi merdeka
"Klo ampuni tom lembong masih bisa maklum tapi klo ampuni hasto dia begitu banyak dosa dgn rakyat mohon dipertimbangkan pak,pak Prabowo kabinet anda haruslah diisi orang 2 yg jujur agar tak menjadi duri dlm daging.",ampun tom lembong maklum ampun hasto dosa rakyat mohon timbang pak pak prabowo kabinet disi orang jujur jadi duri daging
"Sudah naikin gaji hakim biar koruptor dihukum berat
Eh malah diampuni koruptor nya kadang pk gemoy ini",naik gaji hakim biar koruptor hukum berat eh ampun koruptor kadang jahat kelamin gemoy
And the hero comes along,and the hero comes along
carut marut hukum di Negara ini bekas peninggalan Jokowi,carut marut hukum negara bekas peningalan jokowi
"anda boleh mengampuni, tp rakyat tidak.",ampun rakyat
Drakor episode lucu 😂😂,drama korea episode lucu
Di pecat lebih baik pak,pecat baik pak
Melindungi bandar ya pak woo...🤣🤣🤣,lindung bandar iya pak oi
Atur ae pakde...piye seneng mu,atur pakde senang mu
Kereennnnnm mantapp sadisss,kerenm mantap sadis
Apa-apaan ini?,
Pantesan !!!,
"Ini.permainan kekuasaan yang memalukan apabila tidak ditemukan cukup bukti kenapa ada tuntutan pasal yang di paksa, dan kenapa juga hakim memutus vonis hukuman 3.5 th, dan setelah itu dapat amnesti atau abolisi, 
Benar habis kata kata untuk menggambarkan keadaan sistem pemerintahan saat ini yang penuh dengan bargaining untuk membuat semua pihak happy,.batasan sistem tata negara Trias politika sudah tidak ada..!! Ini menguji batas kesabaran rakyat dan ketika batas kesabaran itu habis maka kekuatan rakyat bagai gelombang sapu jagad yang tak akan mampu membendungnya..!!!",main kuas malu temu cukup bukti tuntut pasal paksa hakim putus vonis hukum tahun amnesti abolisi benar habis kata kata ambar adan sistem perintah sat penuh bargaining pihak hapy batas sistem tata negara trias politika uji batas sabar rakyat batas sabar habis kuat rakyat gelombang sapu jagad bendung
"disini komen nya panjang "" kalo diapk sarang mony(et) tiktod "" adili Anis"" tangkap Anis😂😂😂 orang gila semua",komen panjang diapk sarang mony et tiktod adil anis tangkap anis orang gila
"Semoga Presiden Prabowo sehat sll mari berpihak kebenaran hakim dan jaksa berikan sanksi perlu ada perhatian  , rakyat berhak melawan ......👍👍",moga presiden prabowo sehat sl pihak benar hakim jaksa ikan sanksi perlu perhati rakyat hak lawan
"Yg perlu diperberat ya diberatkan spt kasua ronal dan timah, yg perlu diampuni ya silakan krn ga memang ada terima uang hasil korupsi.",perlu berat iya berat kasua ronal timah perlu ampun iya sila terima uang hasil korupsi
Lagi² udh tua masih aja ngimpi kek anak kecil sok² jadi pahlawan,tua mimpi kayak anak sok jadi pahlawan
Muko menyampah,muko sampah
Ampuni gmna pak tom gk bersalah pak hasto beda sama pak tom kasusnya tapi.....,ampun pak tom salah pak hasto beda pak tom kasus
pertanyaanya...emang tom lembong bersalah? kok harus di ampuni.bukannya dia hanya menjalankan tugas dari atasannya dan tidak terbukti memperkaya diri sendiri dan orang lain.,tanya tom lembong salah ampun buka jalan tugas atasanya bukti kaya orang
"Jangan cuman untuk Pak Tom dan Pak Hasto yg punya nama besar, gimana dengan rakyat jelata ????  Kasih jera itu hakim dan jaksa, jangan cuman ampunin2 selesai. Gak ada perbaikan sustem Hukum.",pak tom pak hasto punya nama besar rakyat jelata kasih jera hakim jaksa ampunin selesai baik sustem hukum
Si jok0wi tuh yg harus di kubur hidup hidup,sil jokwi kubur hidup hidup
Saya Sangat Cinta. Dg. NKRI. Tetapi Saya Benci Hukum Di Indonesia,cinta negara satu republik indonesia benci hukum indonesia
hakimnya saja yang harus di lempar pakai tabung gas,hakim lempar pakai tabung gas
Pak tom salah apa kok diampuni 😂😂,pak tom salah ampun
"Org GK salah kok di ampuni,,gimana sih",orang salah ampun sih
Tom lembong emang ga salah kok diampuni,tom lembong salah ampun
"Orang mereka nggak salah kok, yang salah vonisnya. Bikin drama melulu deh, Bapak",orang salah salah vonis bikin drama mulu deh bapak
"Hakim dan orang'' disekitarnya harus diperiksa, 
Dan jika terbukti bersalah dan menyalahgunakan wewenang, segera hukvm dan pe chat, 
Agar keadilan berlaku adil,",hakim orang periksa bukti salah menyalahgunakan wewenang hukvm pe pesan adil laku adil
"Mengampuni? Kok seolah-olah mereka bersalah. Maksudnya mengajak rakyat mengampuni Jokowi gitu? Enak saja. 
Jika memang Hasto dan Tom Lembong salah ya gpp penjarakan sekalian Jokowi dan kroni-kroninya yg sudah merugikan negara.",ampun olah olah salah maksud ajak rakyat ampun jokowi enak hasto tom lembong salah iya gp penjara jokowi kroni kroni rugi negara
Welcome to Indonesia...,welcome to indonesia
Ayo buktikan mulai proses pejabat dan mantan pejabat yg benar2 bersalah makan duit rakyat yg saat ini masih bebas ketawa2,ayo bukti mulai proses jabat mantan jabat benar salah makan uang rakyat sat bebas tertawa
Emang gak salah kok,salah
"Semoga kapan2 jika ada orang miskin demi utk makan dia mencuri sesisir pisang atau sebatang ubi,tertangkap dan dipenjarakan,. hendak nya dia juga diberikan abolisi/amnesti dari presiden..",moga orang miskin makan curi sisir pisang batang ubi tangkap penjara beri abolisi amnesti presiden
Yo iki sila kelima tenan,iya sila lima benar
Hancur sudah negeriku dibuat wowo,hancur negeri prabowo
Biar dblng jd pahlawan...usut tuntas kasuanya baru org biasa percaya kl nte bkn pemimompin bon3ka jokowi,biar dblng jadi pahlawan usut tuntas kasuanya baru orang percaya nte pemimompin bonka jokowi
Oppa,opa
Yaitu hasilnya maen kerumah janda tua kemarin!!!!!!,hasil main rumah janda tua kemarin
"Kl lembong ok..bs di maklumi..tp kl hasto,cilik bgt ini orang..tdk sepantasnya di ampuni..",lembong oke maklum hasto cilik banget orang ampun
Luarbiasa pak Prabowo…🫡,luar pak prabowo
Si maha pengampun.. wookk wookk,sil maha kam wok wok
Hasto di ampuni semoga mak lampir gantinya....,hasto ampun moga ibu lampir ganti
"Noh pak kasus 7 terpidana butuh amnesti lu..,mereka gak salah,karena untuk mendapat keadilan di negeri Konoha bagi si miskin hampir TDK ada",pak kasus pidana butuh amnesti salah adil negeri konoha sil miskin
Alangkah enak nyo jadi Koruptor di negeri Indonesia Raya ko woiiiii...,alangkah enak jadi koruptor negeri indonesia raya woi
Harun masiku mana..,harun mas
"""Baru duduk dah jatuh""",baru duduk jatuh
Ada apa ya katanya pak prabowo yg korupsi disikat habis l,iya kata pak prabowo korupsi sikat habis l
Taek taek taek taeklah!!!!!!!!!!!!!!,tai tai tai taeklah
"Trus rakyat yg uangy di korupsi, ga di tanya setuju tidaknya.",terus rakyat uangy korupsi tanya tuju
Konoha🤣,konoha
Klw di dunia persilatan ini adalah jurus andalan dari perguruan padepokan solo yg sdh sangat termasyhur...,dunia silat jurus andal guru padepokan solo masyhur
Hidup Jokowi,hidup jokowi
Sila ke lima tahun ini mati jenderal,sila lima tahun mati jenderal
"Bukankah Tom Lembong memang tidak bersalah, Kok diampuni?",tom lembong salah ampun
"Termul dilarang keras kejang-kejang 😂
~~~~~~~~~~~~~~~~~~~~~~~~~
Apa itu amnesti?
Amnesti adalah pengampunan atau penghapusan hukuman seseorang atau sekelompok orang yang melakukan tindak pidana.
Amnesti merupakan hak prerogatif presiden atau hak istimewa yang dimiliki kepala negara mengenai hukum dan undang-undang di luar kekuatan badan-badan perwakilan.
Hak prerogatif presiden terdapat dalam Pasal 14 UUD 1945. Adapun mengenai amnesti, diatur dalam Pasal 14 ayat (2) UUD 1945 sebagai berikut: ""Presiden memberi amnesti dan abolisi dengan memperhatikan pertimbangan Dewan Perwakilan Rakyat.

Apa itu abolisi?
Abolisi adalah penghapusan atau peniadaan suatu peristiwa pidana. Istilah abolisi terdapat dalam Pasal 14 UUD 1945 yang mengatur hak prerogatif atau hak istimewa presiden.
Diatur dalam Pasal 14 ayat (2) UUD 1945, presiden berhak memberikan abolisi dengan memperhatikan pertimbangan Dewan Perwakilan Rakyat (DPR).",termul larang keras kejang kejang amnesti amnesti ampun hapus hukum orang kelompok orang laku tindak pidana amnesti rupa hak prerogatif presiden hak istimewa milik kepala negara kena hukum undang undang luar kuat badan badan wakil hak prerogatif presiden pasal kena amnesti atur pasal ayat ikut presiden beri amnesti abolisi perhati timbang dewan wakil rakyat abolisi abolisi hapus peniadan peristiwa pidana istilah abolisi pasal atur hak prerogatif hak istimewa presiden atur pasal ayat presiden hak beri abolisi perhati timbang dewan wakil rakyat dewan wakil rakyat
Deal2 politik dimainkan..smoga Alloh selalu lindungi kaum muslimin dan rakyat indonesia semua,deal politik main moga allah lindung kaum muslimin rakyat indonesia
Pikiri rakyatmu wo jngan mikiri pejabat berdasi...,pikir rakyat oi pikir jabat das
"Pak presiden  indonesia pilihan rakyat ke 8 anda kaya raya .bangsa ne baik baik aja.
Bangsa ne berdiri  dgan jutaaan nyawa darah  para pahlawan terdahulu .kami bangsa indonesia mendukung rakyat jelata.ne sampai.2030.ada.beberpa rakyat mengatakan susah semuanya  wajar .indonesia ne kaya.raya tapi rakyat miskin tambang emas ada .nikel barubara banyak .tapi bangsa miskin alangkahnya sumber alam kita diperbaiki jagan jadi budak di negri sendiri .dinikmati para  orang yang banyak uang klau bapak selama menjabat 7 bulan banyak rakyat mengeluh .solusi harus ada .kami ne rakyat jelata kalau marah gak ada obatnya dimuka bumi ne wasalam",pak presiden indonesia pilih rakyat kayak raya bangsa baik baik bangsa degan jutan nyawa darah pahlawan bangsa indonesia dukung rakyat jelata rakyat kata susah wajar indonesia kayak raya rakyat miskin tambang emas nikel barubara bangsa miskin alangkah sumber alam baik jadi budak negeri nikmat orang uang bapak jabat bulan rakyat keluh solusi rakyat jelata marah obat muka bumi wasalam
Maka sebaiknya pengangkatan menteri dari ASN bukan dari politik agar keputusan bukan karena politik.,baik angkat menteri aparatur sipil negara politik putus politik
Masa masa suram hukum di indonesia.,masa masa suram hukum indonesia
Klu dia bersalah di hukum seadil adilnya pak kok di ampuni pak tambah jadi lah pak karusi nya pak hukum mati saja klu bnr bnr bersalah pak udah banyak mkn uang rakyat pak apa perlu rakyat yg menhukum nya dgn membaca yasinan pak,salah hukum adil adil pak ampun pak tambah jadi pak karusi pak hukum mati benar benar salah pak makan uang rakyat pak perlu rakyat menhukum baca yasinan pak
Omon-omon wae,omon omon
Tom lembong tidak bersalah,tom lembong salah
Usut hakim dan jaksanya sama KPK....,usut hakim jaksa komisi berantas korupsi
Mpruutt... Sak karepmu Pak Bowo... Losss.... Pean kok ga menghargai perasaan rakyatmu sing udah muak liat kemunafikan Hasto,mprut sak serah pak bowo los pean harga peras rakyat sing muak lihat munafik hasto
Kebiasaan el biji,bias el biji
Selamat Merdeka untuk para Koruptor.💪,selamat merdeka koruptor
Mantap,mantap
Mulyono geram,mulyono geram
RUU perampasan aset yo opo pak,baru ampas aset iya pak
"Mantap pk Prabowo,,mulai menjalankan strategi tujuan utamanya untuk negri ini,,selamat buat kroni"" jokomulyono tidurmu mulai tidak nyenyak sekarang,,perlahan tapi pasti pk presiden Prabowo👍👍👍🙏,,",mantap jahat kelamin prabowo mulai jalan strategi tuju utama negeri selamat kroni jokomulyono tidur mulai nyenyak perlahan jahat kelamin presiden prabowo
Klu di SD pasti kepala sekolah tanggungjawab penuh,sekolah dasar kepala sekolah tangungjawab penuh
Sesuai skenario kah?,sesuai skenario
"Enak banget, jiampot tenan negara ini",enak banget jiampot benar negara
"Dari awal sudah ndak perlu ada kasus pak Tom lembong 

Udah gini aja jadi pahlawan kesiangan 🤦‍♂️
Gimik mulyono dah basi pak 🗿",awal perlu kasus pak tom lembong jadi pahlawan siang gimik mulyono basi pak
Strategi politik Prabowo yang sangat elegan...👍🏼👍🏼👍🏼,strategi politik prabowo elegan
mundur aja pak.blm mampu masih mimpi.,mundur pak mimpi
❤️ 👉 ISLAM ITU INDAH DN CANTIK ANGGUN LEMAH LEMBUT CINTA DAMAI MENUNDUK BERSUJUD BERSYUKUR 👉🏿 YA ALLAH2 MT UMAT ISLAM DI SELURUH PENJURU PELOSOK DUNIA DN DI PENJURU PEL0S0K ALAM BUMI INDONESIA SEMANGKIN BYK DI PERBANYAK UMAT ISLAM MENYATU BERSATU KEKUATAN KETEGUHAN IMAN DN TAQWANYA AHLI IBADAH MENUNDUK BERSUJUD BERJIHAD SENTUHAN CAHAYA MUTIARA HATI ALQURAN ILMU TRS MENGALIR BERKAH RIDONYA ALLAH SWT AMIN🙏🙏YA ALLAH MT ALAM BUMI INDONESIAN DN UMAT ISLAM MENYATU BERSATU KEKUATAN KETEGUHAN CAHAYA MUTIARA HATI ALQURAN ILMU TRS MENGALIR BERKAH RIDONYA ALLAH SWT NYAMAN DAMAI SEJUK SEJAHTERA KETENANGAN HATI DIKIR AMAL IBADAH 🙏 HATI2 JGN TERLENA TEJABAK  KEINDAHAN CANTIK NYA DUNIAWI HARTA BENDA MAMPU MEMBUAT ORANG MENDUKUNG MENUNDUK BERSUJUD GELAP NYA DI ALAM KUBUR SEMPIT SENDIRIAN 🙏JMT 14.4.2023 RAMADHAN KE 22.. TRM BYK MHN DI MAAFKAN LAHAIR BATIN YA SAUDARA KU  UMAT ISLAM YG BAIK HATINYA BERKAH ❤️ CAHAYA MUTIARA HATI DIKIR AS. KOTA CIREBON 🙏🙏,islam indah cantik angun lemah lembut cinta damai tunduk sujud syukur iya alah makan teman umat islam penjuru pelosok dunia penjuru pelsk alam bumi indonesia bak umat islam satu satu kuat teguh iman taqwanya ahli ibadah tunduk sujud jihad sentuh cahaya mutiara hati alquran ilmu terus alir berkah ridonya alah subhanahu wa taala ami alah makan teman alam bumi indonesia umat islam satu satu kuat teguh cahaya mutiara hati alquran ilmu terus alir berkah ridonya alah subhanahu wa taala nyaman damai sejuk sejahtera tenang hati kir amal ibadah hati lena tejabak indah cantik duniawi harta benda orang dukung tunduk sujud gelap alam kubur sempit jumat ramadan terima bak mohon mafkan lahair batin iya saudara ku umat islam baik hati berkah cahaya mutiara hati kir as kota cirebon
Kelihatanya pemerintah perlu direformasi...,kelihatanya perintah perlu reformasi
Dibuat seolah2 bagai pahlawan,olah pahlawan
Ini Plesiden Atau Capres Ya.. 😁,presiden calon presiden iya
Bentar lagi Roy Suryo di ampuni,sebentar roy suryo ampun
Kasus tom lembong dan hasto adalah jebakan2 untuk selamatakan koruptor sebenarnya atas nama kebijakan. Terutama kebijakan IKN,kasus tom lembong hasto jebak selamatakan koruptor benar atas nama bijak utama bijak ikn
"Ingat dgn kata² ""KKORUPTOR AKAN SAYA KEJAR SAMPAI KE NERAKA . Jika di artikan mereka memang ingin menghuni neraka 😆",ingat kata koruptor kejar neraka arti huni neraka
"Ya memang mereka tidak salah... Drakor tingkat dewa, hrs ada yg seolah2 jd pahlawan 🤭😂",iya salah drama korea tingkat dewa olah jadi pahlawan
"Koruptor kok dikasihani pak,, 🙂‍↕️ malah bnyk yg antri nekat jdi koruptor klo gini,,",koruptor kasihan pak bak antre nekat jadi koruptor
Bgm dgn rek 3 bln jauh lebh menyengsarankan rakyat,rek bulan jauh menyengsarankan rakyat
"Kasus pesanan, rakyat udah tw kok",kasus pesan rakyat tahu
Lucunya negeri Konoha,lucu negeri konoha
Hanya org bersalah yg butuh pengampunan KLW merasa GK bersalah jgn mau PK tom dari PD hargadirinya turun 😂,orang salah butuh ampun rasa salah jahat kelamin tom hargadirinya turun
"Mulyono udah Senang Senang nya eeh malah wowo kocok ulang, Mulyono jadi ngak bisa tidur malam ini dengar berita Kebebasan kedua orang yg dia Kriminalisasi",mulyono senang senang eh prabowo kocok ulang mulyono jadi tidur malam dengar berita bebas orang kriminalisasi
Lembing orang baik apa yg di a.puni kunjungan yg di tagkap yg nyueuh .dan mentri me tri yg lain yg jilat jokowi jomowi penjaran pk presidan prabowo klau nyali anda hebat,lembing orang baik a kunjung tagkap nyueuh menteri me tri jilat jokowi jomowi jaran jahat kelamin presidan prabowo nyali hebat
"Ngapain harus di ampuni?? Tom lembong memang g bersalah, yg bersalah yg memerintah nya",ampun tom lembong salah salah perintah
"trus buat apa kmrin sidang bertele2 pak??? 
ternyata rakyat sedang di suguhi opera murahan politik",terus kemarin sidang tele pak nyata rakyat suguh opera murah politik
Baru juga di vonis,baru vonis
Sungguh terlalu mudah ditebak Om....wkwkwkwk,sungguh mudah tebak om tertawa
Wes bubar bubar..,bubar bubar
Bahasa apuni apa ya..Org Tidak Bersalah Kok Di Ampuni..,bahasa apuni iya orang salah ampun
"Memang Bapak ini maha pengampunan patut diacungi jempol entah tangan entah kaki ya entah lah  , proses hukum dulu jalan  dengan benar nah klu tidak salah ya dibebaskan nama baik nya direhab tapin kalau salah dihukum dan ndak ada dasar diampuni  klu diampuni juga ya seharus untuk semua orang berlaku gitu",bapak maha ampun patut acung jempol tangan kaki iya proses hukum jalan benar salah iya bebas nama baik rehab tapin salah hukum dasar ampun ampun iya orang laku
"Cara membukam oposisi biar gak kritis lagi, kalau sy tom dan hasto mending jalani keputusan hakim, paling 2 th lbh dah bebas krn remisi  klu berlaku baik di tahanan. 
Kasus keduanya terbukti rekayasa hukum, 100℅ politis. 
Amburadul Konoha",cara membukam oposisi biar kritis tom hasto baik jalan putus hakim tahun bebas remisi laku baik tahan kasus bukti rekayasa hukum politis amburadul konoha
Wong ga salah ko diampuni,orang salah ampun
"Pesanan Cod penjara di cancel 
Yang mesan cod lagi kelimpungan 
🤣🤣🤣🤣🤣",pesan cod penjara cancel mesan cod kelimpungan
Cie2 mau cri kebenaran di dalam kebusukan kan nya 🤣🤣🤣🤣🤭,cari benar busuk
Kita lihat permainan politik Prabowo berikutnya.,lihat main politik prabowo ikut
Enak banget hukum bisa berubah oleh tekanan,enak banget hukum ubah tekan
Takut makin jadi kebongkar ke bobrokannya.. makanya di kasih amnesti,takut jadi bongkar bobrokanya kasih amnesti
Ko ISO?,
Kaloh gak Mak 🐂si anak plokamtor kelakuan si Amin Rais itu ... Indonesia gak akan seperti ini Jody Yant Moch Misbach 🙆🐂🐸🐸,kaloh ibu sil anak plokamtor laku sil amin rais indonesia jody moch misbach
Kenapa tidak teruskan supaya Jokowi dapat di seret kepengadilan,terus jokowi seret adil
Presiden omon omon 😂😂😂😂😂,presiden omon omon
Cara cerdas permalukan mulyono,cara cerdas malu mulyono
negara apa ini 😑😶,negara
"Kacau nih negara, koruptor kok dilindungi",kacau negara koruptor lindung
Koruptor orang Jawa semua😀,koruptor orang jawa
Macan ompong!!!,macan ompong
"Yah...
Cement....?
KLO begini urusan nya mah..

Ga usah ada peradilan di Indonesia...
Mendingan hidup Indomaret adem sejuk.....mau makan minum tggl comot...

Bikin aturan sendiri..
Di langgar sendiri....trus di ampuni
Enaaak beeeneeer...",cement urus perlu adil indonesia baik hidup indomaret adem sejuk makan minum tanggal comot bikin atur langar terus ampun enak benar
